CC(C)I.CNCc1ccccc1.O=CC1CCC1|8>>CC(C)C(C1CCC1)N(C)Cc1ccccc1
CC(C)(C)ON=O.COc1ccc(N(C)C(=O)C#Cc2ccc(C(C)=O)cc2)cc1.COc1ccc(N)cc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|2>>COc1ccc(S(=O)(=O)C2=C(c3ccc(C(C)=O)cc3)C3(C=CC(=O)C=C3)N(C)C2=O)cc1
C#CCCBr.O=O.Oc1ccccc1|3>>O=C(CCBr)c1ccc(O)cc1
Cn1ccc2cccnc21.Oc1ccccc1.[C-]#[O+]|0>>Cn1cc(C(=O)Oc2ccccc2)c2cccnc21
C=Cc1ccccc1.CCOC(=O)C(C)Br.CS(C)=O|1>>CCOC(=O)C(C)CC(=O)c1ccccc1
COC(=O)CC(C)=O.N#CCC#N.O=C1Nc2ccc([N+](=O)[O-])cc2C1=O|0>>COC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc([N+](=O)[O-])cc12
CCOC(=O)C(F)(F)Br.COc1ccccc1C=O.NN1CCOCC1|0>>CCOC(=O)C(F)(F)/C(=N/N1CCOCC1)c1ccccc1OC
C=Cc1ccccc1-c1ccccc1.CO[n+]1ccc(C#N)cc1|0>>COCC(OC)c1ccccc1-c1ccccc1
C=Cc1ccc(C(F)(F)F)cc1.Cc1ccc(S(=O)(=O)N[n+]2ccccc2)cc1.F.F[B-](F)(F)F|0>>Cc1ccc(S(=O)(=O)NCC(F)c2ccc(C(F)(F)F)cc2)cc1
CCOC(=O)C1=C(C)NC(C)=C(OC(=O)CC)C1C1CCCCC1.O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>O=C(CC(c1ccc([N+](=O)[O-])cc1)S(=O)(=O)C1CCCCC1)c1ccccc1
C=C/C=C/c1ccccc1Br.CC(C)(C)C(=O)O.CC(C)(C)OC(=O)ON=C1CCC1|9>>CC(C)(C)C(=O)O[C@@H](/C=C/c1ccccc1Br)CCCCC#N
C=C/C=C/c1ccc(Cl)cc1.C[Si](C)(C)N=[N+]=[N-].Cc1cc(C)[n+](NC(=O)OC(C)(C)C)c(C)c1.F[B-](F)(F)F|1>>CC(C)(C)OC(=O)NCC(/C=C/c1ccc(Cl)cc1)N=[N+]=[N-]
C(=C/c1ccccc1)\c1ccccc1.CO.FC(F)[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]|0>>COC(c1ccccc1)C(c1ccccc1)C(F)F
COc1ccc([N+]#N)cc1.Cc1ccc(OC(=O)C#Cc2ccccc2)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>COc1ccc(S(=O)(=O)c2c(-c3ccccc3)c3ccc(C)cc3oc2=O)cc1
CC(=O)c1ccc(O)cc1.Cn1ccc2ccccc21.[C-]#[O+]|0>>CC(=O)c1ccc(OC(=O)c2cn(C)c3ccccc23)cc1
C=C(NC(C)=O)c1ccccc1.Fc1ccc2cc[nH]c2c1.O=C(Cc1ccccc1)ON1C(=O)c2ccccc2C1=O|29>>CC(=O)N[C@](CCc1ccccc1)(c1ccccc1)c1c[nH]c2cc(F)ccc12
CCOC(=O)CC(C)=O.N#CCC#N.O=C1Nc2c(Cl)cccc2C1=O|0>>CCOC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1c(Cl)cccc12
C=Cc1cccc(Br)c1.CC#N.[N-]=[N+]=N[IH2]1OC(=O)c2ccccc21|0>>CC(=O)N(C(=O)c1ccccc1I)C(CN=[N+]=[N-])c1cccc(Br)c1
C#Cc1ccc(C(C)(C)C)cc1.Cc1ccc(S(=O)(=O)N/N=C/c2ccccc2O)cc1.O=O|3>>CC(C)(C)c1ccc(-c2cc3ccccc3oc2=O)cc1
C#Cc1ccc(N)cc1.CCOC(=O)C(F)(F)Br.NN1CCOCC1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>CCOC(=O)C(F)(F)/C=C(\c1ccc(N)cc1)S(=O)(=O)NN1CCOCC1
C=Cc1ccccc1.CC#N.COc1ccc([N+]#N)cc1.F[B-](F)(F)F.O.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>COc1ccc(S(=O)(=O)CC(NC(C)=O)c2ccccc2)cc1
C=Cc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(C)cc1.CS(C)=CC(=O)c1ccccc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>O=C(c1ccccc1)c1[nH]c2cc([N+](=O)[O-])ccc2c1CC(F)(F)F
C=Cc1c(C)cccc1C(=O)O.CC#N.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>CC(=O)N1C(=O)c2cccc(C)c2C1CS(=O)(=O)c1ccc(C)cc1
C1CCCCC1.C=CC(=O)OC.COc1ccc(Br)cn1|13>>COC(=O)C(CC1CCCCC1)c1ccc(OC)nc1
C=Cc1ccc(B2OC(C)(C)C(C)(C)O2)cc1.CC#N.Cc1ccc(C)c([S+](c2ccccc2C)C(F)F)c1.F[B-](F)(F)F.O|0>>CC(=O)NC(CC(F)F)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1
CCC(C)I.Cl.[C-]#[O+]|20>>CCC(C)C(=O)Cl
C=Cc1ccc(OC)cc1.N#Cc1ccccc1N.O=C1c2ccccc2C(=O)N1OC(=O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3|33>>COc1ccc(C(CC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)Nc2ccccc2C#N)cc1
C=Cc1ccc(OC(C)=O)cc1.COc1ccc([N+]#N)cc1.F[B-](F)(F)F.N#C[S-].[NH4+]|0>>COc1ccc(CC(SC#N)c2ccc(OC(C)=O)cc2)cc1
C=Cc1ccccc1C.COC(=O)C(F)(F)S(=O)(=O)F.CS(C)=O|1>>COC(=O)C(F)(F)CC(=O)c1ccccc1C
C=Cc1cccc(C)c1.CC#N.[N-]=[N+]=N[IH2]1OC(=O)c2ccccc21|0>>CC(=O)N(C(=O)c1ccccc1I)C(CN=[N+]=[N-])c1cccc(C)c1
CCOC(=O)c1cc2cc(N)ccc2o1.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1.[C-]#[O+]|0>>CCOC(=O)c1cc2cc(NC(=O)CCCC#N)ccc2o1
O=C(O)C1CCOCC1.O=C(ON1CCOCC1)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|22>>O=S(=O)(C1CCOCC1)N1CCOCC1
C#Cc1ccccc1.Nc1ccccn1.O=O.Sc1ccccc1|0>>O=C(c1ccccc1)C(Nc1ccccn1)Sc1ccccc1
COc1cc(C=NNS(=O)(=O)c2ccc(C)cc2)cc(OC)c1.O=C=O.Sc1ccccc1|0>>COc1cc(OC)cc(C(Sc2ccccc2)C(=O)O)c1
C#Cc1ccccc1.Cc1ccc(C(=O)O)cc1.O=S(O[Na])c1ccc(Cl)cc1|15>>Cc1ccc(C(=O)O/C(=C\S(=O)(=O)c2ccc(Cl)cc2)c2ccccc2)cc1
Cn1ccc2ccccc21.Oc1ccc(F)cc1F.[C-]#[O+]|0>>Cn1cc(C(=O)Oc2ccc(F)cc2F)c2ccccc21
C=Cc1ccccc1.CN(C)C=O.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|1>>O=COC(CC(F)(F)F)c1ccccc1
C#Cc1ccc(OC)cc1.C=Cc1ccc(OC)cc1.COc1ccc(C(=O)ON=C2CCC2)cc1|6>>COc1ccc(C#CC(CCCCC#N)c2ccc(OC)cc2)cc1
C=Cc1ccc(C)cc1.CC(C)(C)OC(=O)/N=N/C(=O)OC(C)(C)C.O=S(O[Na])C(F)(F)F|0>>Cc1ccc(C(CC(F)(F)F)NN)cc1
CCOC(=O)CCCI.O=C(/C=C/c1ccccc1)c1ccccc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|45>>CCOC(=O)CCCS(=O)(=O)C(CC(=O)c1ccccc1)c1ccccc1
C=Cc1ccc(C(F)(F)F)cn1.CCCC=O.c1ccc(CNCc2ccccc2)cc1|0>>CCCC(CCc1ccc(C(F)(F)F)cn1)N(Cc1ccccc1)Cc1ccccc1
C#Cc1ccccc1.Nc1ccc(Br)cc1.O=O.Sc1ccccc1|0>>O=C(c1ccccc1)C(Nc1ccc(Br)cc1)Sc1ccccc1
COc1ccc(S)cc1.F[B-](F)(F)F.N#[N+]c1ccccc1.O=S(O[Na])OS(=O)O[Na]|0>>COc1ccc(SS(=O)(=O)c2ccccc2)cc1
C=Cc1ccc2ccccc2c1.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|0>>O=COC(CC(F)(F)F)c1ccc2ccccc2c1
C#Cc1ccccc1Cl.CC(C)(C)OC(=O)N1CCCC1C(=O)O|7>>CC(C)(C)OC(=O)N1CCCC1/C=C\c1ccccc1Cl
C=Cc1ccc(Cl)cc1.CO.[N-]=[N+]=N[IH2]1OC(=O)c2ccccc21|0>>COC(CN=[N+]=[N-])c1ccc(Cl)cc1
C=Cc1ccccc1.CC(C)(C)O.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>CC(C)(C)OC(CC(F)(F)F)c1ccccc1
COc1cccc(CC(C)=NNS(=O)(=O)c2ccc(C)cc2)c1.O=S(O[Na])C(F)(F)F|0>>COc1cccc(CC(C)=C(F)F)c1
C#Cc1ccc2ccccc2c1.Cc1ccc(S(=O)(=O)O[IH2](N=S(C)(=O)c2ccccc2)c2ccccc2)cc1.O=O|0>>CS(=O)(=NC(=O)C(=O)c1ccc2ccccc2c1)c1ccccc1
COc1ccc(C=O)cc1.Nc1ccccc1F.OB(O)C1CCCC1|2>>COc1ccc(C(Nc2ccccc2F)C2CCCC2)cc1
C=Cc1ccc(C)cc1.CS(C)=O.O=C1O[IH2](C(F)(F)F)c2ccccc21|0>>Cc1ccc(C(=O)CC(F)(F)F)cc1
C#Cc1ccccc1Br.C=Cc1ccc(OC)cc1.COc1ccc(C(=O)ON=C2CCC2)cc1|6>>COc1ccc(C(C#Cc2ccccc2Br)CCCCC#N)cc1
C=Cc1ccccc1NS(=O)(=O)c1ccc(C)cc1.CS(C)=CC(=O)c1ccc(F)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>O=C(c1ccc(F)cc1)c1[nH]c2ccccc2c1CC(F)(F)F
C=Cc1ccc(C(C)(C)C)cc1.CS(C)=O.N#CCBr|1>>CC(C)(C)c1ccc(C(=O)CCC#N)cc1
C1COCCN1.COc1ccc(Br)cc1.[C-]#[O+]|4>>COc1ccc(C(=O)N2CCOCC2)cc1
C=Cc1ccccc1C(=O)O.CC#N.CCOC(=O)c1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>CCOC(=O)c1ccc(S(=O)(=O)CC2c3ccccc3C(=O)N2C(C)=O)cc1
CSc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.Sc1ccc(Cl)cc1|0>>CSc1ccc(S(=O)(=O)Sc2ccc(Cl)cc2)cc1
C=Cc1ccccc1.CS(=O)(=O)N1CCC([n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)CC1.F[B-](F)(F)F.[C-]#[O+]|0>>CS(=O)(=O)N1CCC(CC(=O)c2ccccc2)CC1
C=CC(=O)OC(C)(C)C.CC(C)(C)[B-](F)(F)F.Fc1cc(Br)ccn1.[K+]|28>>CC(C)(C)C[C@@H](C(=O)OC(C)(C)C)c1ccnc(F)c1
CC(C)(C)C#C[IH2]1C(=O)Oc2ccccc21.O=C(O)C1COc2ccccc2O1|4>>CC(C)(C)C#CC1COc2ccccc2O1
C=Cc1ccc(Cl)cc1.CCN(CC)CC.F.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1|0>>N#CCCCCC(F)c1ccc(Cl)cc1
C=C/C=C/c1ccsc1.CC(C)(C)C(=O)O.CC(C)(C)OC(=O)ON=C1CCC1|9>>CC(C)(C)C(=O)O[C@@H](/C=C/c1ccsc1)CCCCC#N
C=Cc1ccc(-c2ccccc2)cc1.C[Si](C)(C)C#N.O=C(ON1C(=O)c2ccccc2C1=O)C1CCCC1|41>>N#C[C@H](CC1CCCC1)c1ccc(-c2ccccc2)cc1
F[B-](F)(F)F.N#[N+]c1ccccc1.O=S(O[Na])OS(=O)O[Na].Sc1ccc2ccccc2c1|0>>O=S(=O)(Sc1ccc2ccccc2c1)c1ccccc1
C=CC(=O)OC(C)(C)C.CC(C)(C)[B-](F)(F)F.COC(=O)c1cc(Cl)cc(Br)c1.[K+]|28>>COC(=O)c1cc(Cl)cc([C@@H](CC(C)(C)C)C(=O)OC(C)(C)C)c1
C#Cc1ccc(OC)cc1.Nc1ccccn1.O=O|3>>COc1ccc(C(=O)Nc2ccccn2)cc1
COC(=O)CC(C)=O.N#CCC#N.O=C1Nc2ccc(Br)cc2C1=O|0>>COC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc(Br)cc12
C=Cc1ccc(F)cc1.Cc1ccc(S(=O)(=O)N=S(=O)(c2ccccc2)C(F)F)cc1.O|0>>OC(CC(F)F)c1ccc(F)cc1
C=Cc1ccccc1C(=O)O.COc1ccc([N+]#N)cc1.F[B-](F)(F)F.N#Cc1ccccc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>COc1ccc(S(=O)(=O)CC2c3ccccc3C(=O)N2C(=O)c2ccccc2)cc1
C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)ON=C1CCC1.Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1|9>>Cc1ccc(C)c(OCCCC(C)(C)C(=O)O[C@@H](/C=C/c2ccccc2)CCCCC#N)c1
C=C(C)c1ccccc1NC(=O)c1ccccc1.COC(=O)c1cccc([N+]#N)c1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>COC(=O)c1cccc(S(=O)(=O)CC2(C)OC(c3ccccc3)=Nc3ccccc32)c1
CC(C)I.CNCc1ccccc1.COC(=O)CCC=O|8>>COC(=O)CCC(C(C)C)N(C)Cc1ccccc1
C=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1.CS(=O)(=O)N1CCC([n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)CC1.F[B-](F)(F)F|0>>CS(=O)(=O)N1CCC(C=C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1
COc1ccc(N)cc1.Cc1cccc(C=O)c1.IC1CCCC1|10>>COc1ccc(NC(c2cccc(C)c2)C2CCCC2)cc1
C#CCCO.O=O.Oc1ccccc1|3>>O=C(CCO)c1ccc(O)cc1
C=C(C)c1ccccc1.CCS(=O)O[Na].N#Cc1ccncc1|0>>CCS(=O)(=O)CC(C)(c1ccccc1)c1ccncc1
C=CB1CC(C)(C)C(C)(C)C1.CC(=O)c1ccc(Br)cc1.CC(C)(C)Br|36>>CC(=O)c1ccc(C(CC(C)(C)C)B2CC(C)(C)C(C)(C)C2)cc1
CCCCCCCCS.IC1CCCC1.[C-]#[O+]|20>>CCCCCCCCSC(=O)C1CCCC1
C=CC(=O)OC(C)(C)C.CC(C)(C)[B-](F)(F)F.COC(=O)c1cc(Br)cs1.[K+]|28>>COC(=O)c1cc([C@@H](CC(C)(C)C)C(=O)OC(C)(C)C)cs1
C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)ON=C1CCC1.Cc1ccc(C(=O)O)s1|9>>Cc1ccc(C(=O)O[C@@H](/C=C/c2ccccc2)CCCCC#N)s1
C=Cc1ccc(C(C)(C)C)cc1.COC(=O)C(F)(F)S(=O)(=O)F.CS(C)=O|1>>COC(=O)C(F)(F)CC(=O)c1ccc(C(C)(C)C)cc1
C=Cc1cccc(C)c1.CS(C)=O.O=C(ON1C(=O)c2ccccc2C1=O)C1CCOCC1|0>>Cc1cccc(C(=O)CC2CCOCC2)c1
CC(C)(C)ON=O.COc1ccc(N(C)C(=O)C#Cc2ccc(C(F)(F)F)cc2)cc1.COc1ccc(N)cc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|2>>COc1ccc(S(=O)(=O)C2=C(c3ccc(C(F)(F)F)cc3)C3(C=CC(=O)C=C3)N(C)C2=O)cc1
FB(F)C1CCCCC1.Nc1ccccc1.O=Cc1ccc(-c2ncon2)cc1.[F-].[K+]|0>>c1ccc(NC(c2ccc(-c3ncon3)cc2)C2CCCCC2)cc1
C=C(NC(C)=O)c1ccccc1.Fc1ccc2[nH]ccc2c1.O=C(Cc1ccccc1)ON1C(=O)c2ccccc2C1=O|29>>CC(=O)N[C@](CCc1ccccc1)(c1ccccc1)c1c[nH]c2ccc(F)cc12
C=C(C)c1cccc(OC)c1.C[Si](C)(C)N=[N+]=[N-].O=O|21>>COc1cccc(C(C)(O)CN=[N+]=[N-])c1
COc1ccc([N+]#N)cc1.F[B-](F)(F)F.OCc1ccccc1.[C-]#[O+]|0>>COc1ccc(C(=O)OCc2ccccc2)cc1
C1=Cc2ccccc2C1.Cc1ccc(S(=O)(=O)N=S(=O)(c2ccccc2)C(F)F)cc1.O|0>>OC1c2ccccc2CC1C(F)F
C#Cc1ccccc1.Nc1ccc(Br)cn1.O=O.Sc1ccccc1|0>>O=C(c1ccccc1)C(Nc1ccc(Br)cn1)Sc1ccccc1
C=Cc1cccc(C)c1.CO.F[B-](F)(F)F.c1ccc([I+]c2ccccc2)cc1|30>>COC(Cc1ccccc1)c1cccc(C)c1
C1CCCCC1.Cc1cc(C)n(C(=O)/C=C/C(C)C)n1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|14>>Cc1cc(C)n(C(=O)C[C@@H](C(C)C)S(=O)(=O)C2CCCCC2)n1
C=Cc1cccc(C)c1.CC[N+](CC)=C(C)/N=S(/c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CO.O=S(=O)([O-])C(F)(F)F|0>>COC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1cccc(C)c1
C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)ON=C1CCC1.O=C(O)C1CCC(F)(F)CC1|9>>N#CCCCC[C@H](/C=C/c1ccccc1)OC(=O)C1CCC(F)(F)CC1
C=Cc1ccc(C#N)cc1.CN(C)C=O.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|1>>N#Cc1ccc(C(CC(F)(F)F)OC=O)cc1
COc1ccc(C=O)cc1.Cc1cccc(N)c1.IC1CCCCC1|10>>COc1ccc(C(Nc2cccc(C)c2)C2CCCCC2)cc1
C=Cc1ccccc1O.CC(C)O[n+]1ccccc1.COc1ccc(C(=O)C=S(C)C)cc1.O=S(=O)([O-])C(F)(F)F|6>>COc1ccc(C(=O)C2Oc3ccccc3[C@@H]2COC(C)C)cc1
C#Cc1ccc(C)cc1.Cc1ccc(S(=O)(=O)N/N=C/c2ccccc2O)cc1.O=O|3>>Cc1ccc(-c2cc3ccccc3oc2=O)cc1
C#Cc1ccc(C(C)=O)cc1.CC(C)O.O=O|6>>CC(=O)c1ccc(C(=O)C(=O)OC(C)C)cc1
Cc1cc(C)cc(C#C[IH2]2C(=O)Oc3ccccc32)c1.O=C(O)C1COc2ccccc2O1|4>>Cc1cc(C)cc(C#CC2COc3ccccc3O2)c1
C=C(C)CBr.F[B-](F)(F)CCc1ccccc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|0>>C=C(C)CS(=O)(=O)CCc1ccccc1
C=CC(=O)OC(C)(C)C.CC(C)(C)[B-](F)(F)F.O=C1OCc2cc(Br)ccc21.[K+]|28>>CC(C)(C)C[C@@H](C(=O)OC(C)(C)C)c1ccc2c(c1)COC2=O
C=CCCC(=O)Nc1ccc(F)cc1.O=S(=O)(c1ccccc1)N(F)S(=O)(=O)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|1>>O=C1CCC(CS(=O)(=O)F)N1c1ccc(F)cc1
Cc1ccc(C2CC(=NOC(=O)c3ccc(C(F)(F)F)cc3)C2)cc1.O=C(C#Cc1ccccc1)Oc1ccccc1.O=S(O[K])OS(=O)O[K]|2>>Cc1ccc(C(CC#N)CS(=O)(=O)c2c(-c3ccccc3)c3ccccc3oc2=O)cc1
C#Cc1ccccc1.CC(C)(C)c1ccc(S(=O)O[Na])cc1.Cc1ccc(C(=O)O)cc1|15>>Cc1ccc(C(=O)O/C(=C\S(=O)(=O)c2ccc(C(C)(C)C)cc2)c2ccccc2)cc1
C=Cc1ccccc1O.CC(C)O[n+]1ccccc1.CS(C)=CC(=O)c1cccc(F)c1.O=S(=O)([O-])C(F)(F)F|6>>CC(C)OC[C@H]1c2ccccc2OC1C(=O)c1cccc(F)c1
CC(=O)CC(C)=O.N#CCC#N.O=C1Nc2ccc([N+](=O)[O-])cc2C1=O|0>>CC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc([N+](=O)[O-])cc12
C=C(C)c1ccccc1.Cc1ccc(S(=O)O[Na])cc1.Cc1ccnc(C#N)c1|0>>Cc1ccc(S(=O)(=O)CC(C)(c2ccccc2)c2cc(C)ccn2)cc1
COc1cc(Br)c(C=O)cc1OC.F[B-](F)(F)C1CCCCC1.Nc1ccccc1.[K+]|0>>COc1cc(Br)c(C(Nc2ccccc2)C2CCCCC2)cc1OC
C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)ON=C1CCC1.CCC(C)(C)C(=O)O|9>>CCC(C)(C)C(=O)O[C@@H](/C=C/c1ccccc1)CCCCC#N
C=Cc1ccccc1O.CC(C)O[n+]1ccccc1.CS(C)=CC(=O)c1cccs1.O=S(=O)([O-])C(F)(F)F|6>>CC(C)OC[C@H]1c2ccccc2OC1C(=O)c1cccs1
COC(=O)c1ccc(C=O)cc1.F[B-](F)(F)C1CCCCC1.Nc1cccc(C(F)(F)F)c1.[K+]|0>>COC(=O)c1ccc(C(Nc2cccc(C(F)(F)F)c2)C2CCCCC2)cc1
C1CCCCC1.C=CC(=O)OC.CCOC(=O)c1ccc(Br)cc1|13>>CCOC(=O)c1ccc(C(CC2CCCCC2)C(=O)OC)cc1
C=Cc1ccc(Cl)cc1.CC[N+](CC)=C(C)/N=S(/c1ccccc1)C(F)(Cl)Cl.CO.O=S(=O)([O-])C(F)(F)F|0>>COC(CC(F)(Cl)Cl)c1ccc(Cl)cc1
C=Cc1cccc(F)c1C=O.C[Si](C)(C)C#N.FC(F)(F)[s+]1c2ccccc2c2ccccc21|0>>N#CC1OC(CC(F)(F)F)c2cccc(F)c21
C=Cc1ccc(F)cc1.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|0>>O=COC(CC(F)(F)F)c1ccc(F)cc1
CC(C)CO.COc1ccc([N+]#N)cc1.F[B-](F)(F)F.[C-]#[O+]|0>>COc1ccc(C(=O)OCC(C)C)cc1
C1CCNCC1.C=CCCC(=O)OC.O=C1CCC(=O)N1Cl|24>>COC(=O)CCC(Cl)CN1CCCCC1
C#Cc1cccs1.Cc1ccc(S(=O)(=O)O[IH2](N=S(C)(=O)c2ccccc2)c2ccccc2)cc1.O=O|0>>CS(=O)(=NC(=O)C(=O)c1cccs1)c1ccccc1
CC(C)I.CCOC(=O)C(=O)CCc1ccccc1.NCc1ccccc1|17>>CCOC(=O)[C@@](CCc1ccccc1)(NCc1ccccc1)C(C)C
C#Cc1cccc(F)c1.CC(C)(C)OC(=O)N1CCCC1C(=O)O|7>>CC(C)(C)OC(=O)N1CCCC1/C=C\c1cccc(F)c1
C/C=C/c1ccc(OC)cc1.COc1ccccc1OC.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>COc1ccc(C(c2ccc(OC)c(OC)c2)C(C)C(F)(F)F)cc1
