CC(C)I.CNCc1ccccc1.O=CC1CCC1|8>>CC(C)C(C1CCC1)N(C)Cc1ccccc1
C=CCCCCCCCC.CCOC(=O)C(F)(F)Br.O=S(=O)(C#Cc1ccc(Cl)cc1)C(F)(F)F|0>>CCCCCCCC[C@H](C#Cc1ccc(Cl)cc1)CC(F)(F)C(=O)OCC
C=Cc1ccncc1.CC(C)(C)C[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|0>>CC(C)(C)CS(=O)(=O)CCc1ccncc1
C(=C1CC1)c1ccccc1OCc1ccccc1.O=C(O/N=C1/CCC1Cc1ccccc1)c1ccc(C(F)(F)F)cc1.O=S(O[K])OS(=O)O[K]|2>>N#CCCC(Cc1ccccc1)S(=O)(=O)C1=Cc2c(cccc2OCc2ccccc2)CC1
C=Cc1ccccc1C(=O)OC.CC[SiH](CC)CC.O=C=O|0>>CC[Si](CC)(CC)CC(C(=O)O)c1ccccc1C(=O)OC
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.F[B-](F)(F)F.N#[N+]c1ccccc1.O=S(O[Na])OS(=O)O[Na]|0>>CC(C)(C)c1cc(CS(=O)(=O)c2ccccc2)cc(C(C)(C)C)c1O
C1CCCCC1.CC(=O)CCCc1ccccc1.c1ccc(Nc2ccccc2)cc1|4>>c1ccc(CCCC(C2CCCCC2)N(c2ccccc2)c2ccccc2)cc1
CC(C)(C)ON=O.COc1ccc(N(C)C(=O)C#Cc2ccccc2)cc1.Nc1cccc(Cl)c1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|2>>CN1C(=O)C(S(=O)(=O)c2cccc(Cl)c2)=C(c2ccccc2)C12C=CC(=O)C=C2
C=CCC(CCc1ccccc1)(C(=O)OCC)C(=O)OCC.CCOC(=O)C(F)(F)Br.CS(C)=O|38>>CCOC(=O)C(F)(F)CCCC(CC(=O)c1ccccc1)(C(=O)OCC)C(=O)OCC
CC(=O)OC(C1=CCCC1=O)c1ccccc1.CCCCCC1C(C(=O)OCC)=C(C)NC(C)=C1C(=O)OCC.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>CCCCCS(=O)(=O)C(C1=CCCC1=O)c1ccccc1
C#Cc1cccc(C#C)c1.CO.O=O|6>>COC(=O)C(=O)c1cccc(C(=O)C(=O)OC)c1
C=Cc1ccc2ccccc2c1.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1.OB(O)c1ccc(-c2ccccc2)cc1|18>>N#CCCCCC(c1ccc(-c2ccccc2)cc1)c1ccc2ccccc2c1
Fc1ccc(C(=C2CC2)c2ccc(F)cc2)cc1.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1.O=S(O[K])OS(=O)O[K]|2>>N#CCCCS(=O)(=O)C1=C(c2ccc(F)cc2)c2ccc(F)cc2CC1
C=C(C(=O)OC)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C.COc1ccc(N)cc1.O=Cc1ccc(F)cc1|31>>COC(=O)[C@H](C[C@H](Nc1ccc(OC)cc1)c1ccc(F)cc1)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
C=Cc1ccc(C(C)(C)C)cc1.Cc1cc(C#N)cc(C)n1|16>>C=C(c1ccc(C(C)(C)C)cc1)c1cc(C)nc(C)c1
C=Cc1ccccc1.Cc1ccc(S(=O)(=O)N[n+]2ccccc2)cc1.F.F[B-](F)(F)F|0>>Cc1ccc(S(=O)(=O)NCC(F)c2ccccc2)cc1
C=C/C=C/c1ccccc1.CC(C)(C(=O)O)C(F)(F)F.CC(C)(C)OC(=O)ON=C1CCC1|9>>CC(C)(C(=O)O[C@@H](/C=C/c1ccccc1)CCCCC#N)C(F)(F)F
C=CCC(CC=C)(C(=O)OCC)C(=O)OCC.CC(=O)c1ccc(Br)cc1.CS(=O)O[Na]|12>>CCOC(=O)C1(C(=O)OCC)CC(Cc2ccc(C(C)=O)cc2)C(CS(C)(=O)=O)C1
C1CCCCCC1.CC(=O)C1CCCCC1.c1ccc(Nc2ccccc2)cc1|4>>c1ccc(N(c2ccccc2)C(C2CCCCCC2)C2CCCCC2)cc1
C=Cc1ccccc1Br.N#Cc1ccc(C(=O)ONC(=O)OCC(Cl)(Cl)Cl)cc1|1>>CC(=O)N(C(=O)c1ccc(C#N)cc1)C(CNC(=O)OCC(Cl)(Cl)Cl)c1ccccc1Br
C=CC=C.CC(C)=CCOc1ccccc1Br.Cc1ccn(C)c1-c1ccc(O)cc1|0>>Cc1ccn(C)c1-c1ccc(OC/C=C/CC(C)(C)C2COc3ccccc32)cc1
CCOC(=O)CC(C)=O.N#CCC#N.O=C1Nc2c(cccc2C(F)(F)F)C1=O|0>>CCOC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1c(C(F)(F)F)cccc12
C=CCOc1ccccc1C(=C)c1ccc(Br)cc1.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1.O=S(O[K])OS(=O)O[K]|0>>N#CCCCS(=O)(=O)CC1C=C(c2ccc(Br)cc2)c2ccccc2OC1
C=CC(=O)OCCCC.CCCC=O.c1ccc(CNC2COC2)cc1|0>>CCCCOC(=O)CCC(CCC)N(Cc1ccccc1)C1COC1
C=CB1OC(C)(C)C(C)(C)O1.CC(C)(C)Br.N#Cc1cc(Br)ccc1F|36>>CC(C)(C)CC(B1OC(C)(C)C(C)(C)O1)c1ccc(F)c(C#N)c1
C=C(O[Si](C(C)C)(C(C)C)C(C)C)c1cc2ccccc2s1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I.N=C(N)c1ccc(Br)cc1|0>>FC(F)(F)C(F)(F)C(F)(F)c1cc(-c2cc3ccccc3s2)nc(-c2ccc(Br)cc2)n1
C=Cc1ccc(C(C)(C)C)cc1.N#Cc1nccc2ccccc12|16>>C=C(c1ccc(C(C)(C)C)cc1)c1nccc2ccccc12
C=Cc1ccc(F)cc1.Cc1ccc(S(=O)(=O)N[n+]2ccccc2)cc1.F[B-](F)(F)F.O|0>>Cc1ccc(S(=O)(=O)NCC(O)c2ccc(F)cc2)cc1
CS(C)=O.CSC#CCCCc1ccccc1.O=C(N1CCN(c2ncccn2)CC1)C(F)(F)F|0>>CS/C=C(/CCC(=O)c1ccccc1)C(F)(F)C(=O)N1CCN(c2ncccn2)CC1
C=CCOc1ccccc1[N+]#N.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.Sc1ccccc1|0>>O=S(=O)(CC1COc2ccccc21)Sc1ccccc1
C=Cc1ccc(C(C)(C)C)cc1.N#Cc1ccnc(F)c1|16>>C=C(c1ccc(C(C)(C)C)cc1)c1ccnc(F)c1
Brc1ccc2[nH]ccc2c1.C#CCCCCCC.O=O|11>>CCCCCCC(=O)C(c1c[nH]c2ccc(Br)cc12)c1c[nH]c2ccc(Br)cc12
C1CCCCC1.CCC/C=C/C(=O)n1nc(C)cc1C.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|14>>CCC[C@H](CC(=O)n1nc(C)cc1C)S(=O)(=O)C1CCCCC1
CC(C)O.F[B-](F)(F)F.N#[N+]c1ccc(Br)cc1.[C-]#[O+]|0>>CC(C)OC(=O)c1ccc(Br)cc1
C=C(C)c1ccc(F)cc1.Cn1ccc2ccccc21.O=Cc1ccccc1|37>>Cn1cc(C(C)(CC(=O)c2ccccc2)c2ccc(F)cc2)c2ccccc21
C#Cc1ccc(CCCC)cc1.O=O.OCc1ccccc1|6>>CCCCc1ccc(C(=O)C(=O)OCc2ccccc2)cc1
C#Cc1ccccc1.Clc1ccc2cc[nH]c2c1.O=O|11>>O=C(c1ccccc1)C(c1c[nH]c2cc(Cl)ccc12)c1c[nH]c2cc(Cl)ccc12
C=C(C)c1ccc(C(=O)N(CC)CC)cc1.C[Si](C)(C)N=[N+]=[N-].O=O|21>>CCN(CC)C(=O)c1ccc(C(C)(O)CN=[N+]=[N-])cc1
C=Cc1ccccc1.CC#N.F[B-](F)(F)F.N#[N+]c1cc(Cl)c(Cl)cc1Cl.O|0>>CC(=O)NC(Cc1cc(Cl)c(Cl)cc1Cl)c1ccccc1
C=Cc1ccc(C)cc1.CO.F[B-](F)(F)F.c1ccc([I+]c2ccccc2)cc1|30>>COC(Cc1ccccc1)c1ccc(C)cc1
C=C(c1ccccc1)c1ccccc1N.CC(C)(C)OC(=O)N1CCC(Br)CC1.O=C=O|0>>CC(C)(C)OC(=O)N1CCC(CC2(c3ccccc3)OC(=O)Nc3ccccc32)CC1
C=Cc1ccc(C(F)(F)F)cc1.CO.F[B-](F)(F)F.c1ccc([I+]c2ccccc2)cc1|30>>COC(Cc1ccccc1)c1ccc(C(F)(F)F)cc1
C=Cc1ccc(OC)c(OC)c1.Cc1ccc(S)cc1.O=C=O|27>>COc1ccc(C(CC(=O)O)Sc2ccc(C)cc2)cc1OC
C=Cc1ccc(OC(C)=O)cc1.CN(C)C=O.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|1>>CC(=O)Oc1ccc(C(CC(F)(F)F)OC=O)cc1
C=Cc1ccccc1.COc1cccc(S)c1.O=C=O|27>>COc1cccc(SC(CC(=O)O)c2ccccc2)c1
C=COCCCCCc1ccc(C(C)(C)C)cc1.Cc1cc(C)n(C(=O)/C=C/C(C)C)n1.O=S(O[Na])C(F)(F)F|44>>Cc1cc(C)n(C(=O)CC(C(C)C)C(CC(F)(F)F)OCCCCCc2ccc(C(C)(C)C)cc2)n1
C=C(c1ccccc1)c1ccccc1.CO.[N-]=[N+]=N[IH2]1OC(=O)c2ccccc21|0>>COC(CN=[N+]=[N-])(c1ccccc1)c1ccccc1
Cc1ccc(S(=O)(=O)NN=C(Cc2ccccc2)c2ccccc2)cc1.O=C=O.Sc1ccccc1|0>>O=C(O)C(Cc1ccccc1)(Sc1ccccc1)c1ccccc1
C=CCCC(=O)Nc1ccc(OC)nc1.O=S(=O)(c1ccccc1)N(F)S(=O)(=O)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|1>>COc1ccc(N2C(=O)CCC2CS(=O)(=O)F)cn1
C=CC(=O)OC(C)(C)C.CC(C)(C)[B-](F)(F)F.COc1cc(Br)ccn1.[K+]|28>>COc1cc([C@@H](CC(C)(C)C)C(=O)OC(C)(C)C)ccn1
C=CB1OC(C)(C)C(C)(C)O1.CC(C)(C)Br.COc1cc(F)cc(Br)c1|36>>COc1cc(F)cc(C(CC(C)(C)C)B2OC(C)(C)C(C)(C)O2)c1
Cc1ccc(S)cc1.F[B-](F)(F)F.N#[N+]c1ccc(C(F)(F)F)cc1.O=S(O[Na])OS(=O)O[Na]|0>>Cc1ccc(SS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1
C=Cc1ccc(OC)cc1.O.O=C([N-][n+]1ccccc1)C(F)(F)F|0>>COc1ccc(C(O)CNC(=O)C(F)(F)F)cc1
C=Cc1ccc(C(=O)O)cc1.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|0>>CC(=O)OC(CC(F)(F)F)c1ccc(C(=O)O)cc1
O=C(O)C1CCC(F)(F)CC1.O=C(ON1CCc2ccccc21)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|23>>O=S(=O)(C1CCC(F)(F)CC1)N1CCc2ccccc21
C=Cc1scnc1C.N#Cc1ccncc1|16>>C=C(c1ccncc1)c1scnc1C
CCCCCCCCCCCC(=O)O.O=C1Oc2ccccc2[IH2]1C#Cc1ccccc1.[C-]#[O+]|4>>CCCCCCCCCCCC(=O)C#Cc1ccccc1
C=CCCOC(=O)C(C)c1ccc(CC(C)C)cc1.O=S(=O)(/C=C/c1ccccc1)c1ccccc1.O=S(O[Na])C(F)(F)F|2>>CC(C)Cc1ccc(C(C)C(=O)OCCC(/C=C/c2ccccc2)CC(F)(F)F)cc1
Cc1ccc(S)cc1.F[B-](F)(F)F.N#[N+]c1cccc([N+](=O)[O-])c1.O=S(O[Na])OS(=O)O[Na]|0>>Cc1ccc(SS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1
COC(=O)CC(C)=O.N#CCC#N.O=C1Nc2ccc(Cl)cc2C1=O|0>>COC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc(Cl)cc12
C/C=C\c1ccc2c(c1)OCO2.CS(C)=O.O=C1O[IH2](C(F)(F)F)c2ccccc21|0>>CC(C(=O)c1ccc2c(c1)OCO2)C(F)(F)F
C#Cc1ccccc1.Cc1ccc(S(=O)O)cc1.Oc1ccc(Br)cc1|5>>Cc1ccc(S(=O)(=O)/C=C(\c2ccccc2)c2ccc(O)cc2)cc1
C=Cc1ccc2ccccc2c1.O=O.S=C=S|52>>S=C1OC(c2ccc3ccccc3c2)CS1
C=Cc1cccc(C)c1.Cc1ccc(S(=O)(=O)N[n+]2ccccc2)cc1.F.F[B-](F)(F)F|0>>Cc1ccc(S(=O)(=O)NCC(F)c2cccc(C)c2)cc1
C=Cc1cccc(-c2ccccc2)c1.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|0>>O=COC(CC(F)(F)F)c1cccc(-c2ccccc2)c1
CSC#CCCCc1ccccc1C.FC(F)(F)[s+]1c2ccccc2c2ccccc21.O.O=S(=O)(O)C(F)(F)F|0>>CS/C=C(/CC[C@H](O)c1ccccc1C)C(F)(F)F
C1CCNCC1.C=CCCc1ccccc1.Nc1ccccc1.O=C1CCC(=O)N1Cl|35>>c1ccc(CCC(CNc2ccccc2)N2CCCCC2)cc1
C=Cc1ccc(Cl)cc1.C[Si](C)(C)C#N.O=C(ON1C(=O)c2ccccc2C1=O)C1CCCC1|41>>N#C[C@H](CC1CCCC1)c1ccc(Cl)cc1
COC(=O)CC(C)=O.N#CCC#N.O=C1Nc2c(F)cccc2C1=O|0>>COC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1c(F)cccc12
C1CCOC1.CC(=O)c1cccc(Cl)c1.Nc1ccccc1|0>>Clc1cccc(C(Nc2ccccc2)C2CCCO2)c1
C1CCSC1.O=C=O.[C-]#[N+]c1ccc(C=C)cc1|0>>[C-]#[N+]c1ccc(C(CC2CCCS2)C(=O)O)cc1
C=Cc1ccccc1Cl.F[B-](F)(F)F.N#C[Se-].N#[N+]c1ccc(Br)cc1.[NH4+]|0>>N#C[Se]C(Cc1ccc(Br)cc1)c1ccccc1Cl
C#Cc1ccc(CC)cc1.Nc1ccccn1.O=O.Sc1ccccc1|0>>CCc1ccc(C(=O)C(Nc2ccccn2)Sc2ccccc2)cc1
C1CCNCC1.CC(C)(C)OC(=O)n1ccc2cc(Br)ccc21.[C-]#[O+]|4>>CC(C)(C)OC(=O)n1ccc2cc(C(=O)N3CCCCC3)ccc21
C=C(C)c1ccccc1.FB(F)F.[F-].[N-]=[N+]=N[Na].c1ccc(-c2cc(-c3ccccc3)[n+](C3CCCCC3)c(-c3ccccc3)c2)cc1|25>>CC(CN=[N+]=[N-])(c1ccccc1)C1(c2ccccc2)C=C(c2ccccc2)N(C2CCCCC2)C(c2ccccc2)=C1
C=Cc1ccccc1NS(=O)(=O)c1ccc(C)cc1.Cc1ccc(C(=O)C=S(C)C)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>Cc1ccc(C(=O)c2[nH]c3ccccc3c2CC(F)(F)F)cc1
C=Cc1ccccc1.C[Si](C)(C)C#N.O=C(ON1C(=O)c2ccccc2C1=O)C1CCCC1|41>>N#C[C@H](CC1CCCC1)c1ccccc1
C#CC1CCCCC1.Nc1ccccn1.O=O|3>>O=C(Nc1ccccn1)C1CCCCC1
BrC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3.OCC(F)(F)F.[C-]#[O+]|20>>O=C(OCC(F)(F)F)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3
C=Cc1ccccc1.Cc1ccc(S(=O)O[Na])cc1.Nc1ccc2c(c1)OCCO2.O=Cc1ccccc1|0>>Cc1ccc(S(=O)(=O)CC(c2ccccc2)[C@@H](Nc2ccc3c(c2)OCCO3)c2ccccc2)cc1
C=Cc1ccccc1.CC#N.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>CC(=O)NC(CS(=O)(=O)c1ccc(C)cc1)c1ccccc1
C=C(CS(=O)(=O)c1ccccc1)C(=O)OCC.CC(C)(C)c1ccc(N)cc1.Cc1ccc(C=O)cc1|10>>C=C(C[C@H](Nc1ccc(C(C)(C)C)cc1)c1ccc(C)cc1)C(=O)OCC
CCOC(=O)C(F)(F)F.CCSC#CCCCc1ccccc1.CS(C)=O|0>>CCOC(=O)C(F)(F)/C(=C\SCC)CCC(=O)c1ccccc1
C=C(CNCc1ccccc1)c1ccccc1Cl.CCOC(=O)C(F)(F)Br.O=C=O|0>>CCOC(=O)C(F)(F)CC1(c2ccccc2Cl)CN(Cc2ccccc2)C(=O)O1
CCCC=O.CS(=O)(=O)N1CCNCC1.FC(F)(F)I|4>>CCC(CN1CCN(S(C)(=O)=O)CC1)C(F)(F)F
C/C=C/c1cc(OC)c(OC)c(OC)c1.CS(C)=O.O=C1O[IH2](C(F)(F)F)c2ccccc21|49>>COc1cc(C(=O)C(C)C(F)(F)F)cc(OC)c1OC
C1CCNCC1.Clc1ccccc1.[C-]#[O+]|4>>O=C(c1ccccc1)N1CCCCC1
C=C(C)c1ccc(F)cc1C(=O)O.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>Cc1ccc(S(=O)(=O)CC2(C)OC(=O)c3cc(F)ccc32)cc1
C1CCOC1.COc1ccc(C(C)=O)cc1.Nc1ccc(Cl)c(F)c1|0>>COc1ccc(C(Nc2ccc(Cl)c(F)c2)C2CCCO2)cc1
C#Cc1ccc(OC)cc1.Cc1ccc(S(=O)(=O)O[IH2](N=S(C)(=O)c2ccccc2)c2ccccc2)cc1.O=O|0>>COc1ccc(C(=O)C(=O)N=S(C)(=O)c2ccccc2)cc1
C#Cc1ccccc1.O=O.O=[N+]([O-])c1ccc2[nH]ccc2c1|11>>O=C(c1ccccc1)C(c1c[nH]c2ccc([N+](=O)[O-])cc12)c1c[nH]c2ccc([N+](=O)[O-])cc12
C=Cc1ccc(C)cc1.CCOC(=O)C(F)(F)Br.Cn1ccc2ccccc21|0>>CCOC(=O)C(F)(F)CC(c1ccc(C)cc1)c1cn(C)c2ccccc12
C=Cc1ccc(Cl)cc1.Cn1c(=O)cnc2ccccc21.F[B-](F)(F)F.N#[N+]c1ccccc1.O=S(O[Na])OS(=O)O[Na]|1>>Cn1c(=O)c(C(CS(=O)(=O)c2ccccc2)c2ccc(Cl)cc2)nc2ccccc21
COC(=O)c1ccc(C=O)cc1.F[B-](F)(F)COCC1CCOCC1.Nc1ccccc1.[K+]|0>>COC(=O)c1ccc(C(COCC2CCOCC2)Nc2ccccc2)cc1
C1=Cc2ccccc2CC1.CO.FC(F)[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]|0>>COC1c2ccccc2CCC1C(F)F
C=Cc1ccc(Cl)cc1.CN(C)C=O.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|1>>O=COC(CC(F)(F)F)c1ccc(Cl)cc1
C=C(C)c1ccccc1.Cn1ccc2ccccc21.O=Cc1ccc(-c2ccccc2)cc1|37>>Cn1cc(C(C)(CC(=O)c2ccc(-c3ccccc3)cc2)c2ccccc2)c2ccccc21
C=CB1OC(C)(C)C(C)(C)O1.CCC(C)(C)Br.COC(=O)c1ccc(Br)cc1|36>>CCC(C)(C)CC(B1OC(C)(C)C(C)(C)O1)c1ccc(C(=O)OC)cc1
CC(C)I.COc1ccc(N)cc1.Cc1cccc(C=O)c1|10>>COc1ccc(NC(c2cccc(C)c2)C(C)C)cc1
Nc1ccccc1.O=C(ON=C1CC(c2cccc3ccccc23)C1)c1ccc(C(F)(F)F)cc1.[C-]#[O+]|0>>N#CCC(CC(=O)Nc1ccccc1)c1cccc2ccccc12
C=Cc1ccccc1NS(=O)(=O)c1ccc(C)cc1.CS(C)=CC(=O)c1ccccc1.O=C(N1CCCCC1)C(F)(F)Br|0>>O=C(c1ccccc1)c1[nH]c2ccccc2c1CC(F)(F)C(=O)N1CCCCC1
COc1ccc(C=O)cc1.Cc1ccc(N)cc1.IC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3|10>>COc1ccc(C(Nc2ccc(C)cc2)C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)cc1
CCOC(=O)CC(C)=O.N#CCC#N.O=C1Nc2ccc(Br)cc2C1=O|0>>CCOC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc(Br)cc12
CC#Cc1ccc(N(C)C)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O|0>>CC(C(=O)c1ccc(N(C)C)cc1)C(F)(F)F
C=C(CCCO)c1ccccc1.F[B-](F)(F)F.N#[N+]c1cccc2ccccc12.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>O=S(=O)(CC1(c2ccccc2)CCCO1)c1cccc2ccccc12
C=CCC(CCc1ccccc1)(C(=O)OC)C(=O)OC.CCOC(=O)C(F)(F)Br.CS(C)=O|38>>CCOC(=O)C(F)(F)CCCC(CC(=O)c1ccccc1)(C(=O)OC)C(=O)OC
CC(C)O.F[B-](F)(F)F.N#[N+]c1ccc([N+](=O)[O-])cc1.[C-]#[O+]|0>>CC(C)OC(=O)c1ccc([N+](=O)[O-])cc1
CC(C)I.CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.O=CCCc1ccccc1|8>>CC(C)C(CCc1ccccc1)N(C)CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
C=C(NC(C)=O)c1ccccc1.O=C(Cc1ccc2ccccc2c1)ON1C(=O)c2ccccc2C1=O.c1ccc2[nH]ccc2c1|29>>CC(=O)N[C@](CCc1ccc2ccccc2c1)(c1ccccc1)c1c[nH]c2ccccc12
C=C(CBr)C(=O)OCC.CC(C)[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|0>>C=C(CS(=O)(=O)C(C)C)C(=O)OCC
C=C(O[Si](C(C)C)(C(C)C)C(C)C)c1ccccc1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I.N=C(N)C1CC1|0>>FC(F)(F)C(F)(F)C(F)(F)c1cc(-c2ccccc2)nc(C2CC2)n1
Cc1ccc(S)cc1.F[B-](F)(F)F.N#[N+]c1ccccc1.O=S(O[Na])OS(=O)O[Na]|0>>Cc1ccc(SS(=O)(=O)c2ccccc2)cc1
C=Cc1ccc(C)cc1.CO.[N-]=[N+]=N[IH2]1OC(=O)c2ccccc21|0>>COC(CN=[N+]=[N-])c1ccc(C)cc1
IC1COC1.O=C(/C=C/c1ccccc1)c1ccccc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|45>>O=C(CC(c1ccccc1)S(=O)(=O)C1COC1)c1ccccc1
C=C(CS(=O)(=O)c1ccccc1)C(=O)OCC.Cc1ccc(C=O)cc1.Nc1ccccc1|10>>C=C(C[C@H](Nc1ccccc1)c1ccc(C)cc1)C(=O)OCC
CCOC(=O)C(Br)C(=O)OCC.CN1C(=O)C=CC1=O.COC(=O)/C=C\Nc1ccc(O)cc1|42>>CCOC(=O)C(C(=O)OCC)C(C(=O)OC)c1nc2ccc(O)cc2c2c1C(=O)N(C)C2=O
C=Cc1cccc(OC)c1.CCN(CC)CC.F.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1|0>>COc1cccc(C(F)CCCCC#N)c1
C=C(c1ccccc1)c1cccc(OC)c1.CC(C)OP(=O)(OC(C)C)C(F)(F)Br.COc1ccc(N)cc1|19>>COc1ccc(NC(CC(F)(F)P(=O)(OC(C)C)OC(C)C)(c2ccccc2)c2cccc(OC)c2)cc1
C=CCCC.C[Si](C)(C)N=[N+]=[N-].F[B-](F)(F)F.N#[N+]c1ccccc1[N+](=O)[O-]|0>>CCCC(CN=[N+]=[N-])/N=N/c1ccccc1[N+](=O)[O-]
C#Cc1ccc(Br)cc1.CCNc1ccccc1.CO|3>>CCN(CC#Cc1ccc(Br)cc1)c1ccccc1
C[Si](C)(C)OC(=C(F)F)c1ccc(Cl)cc1.F[B-](F)(F)F.N#[N+]c1ccc(Cl)cc1.O=S(O[Na])OS(=O)O[Na]|0>>O=C(c1ccc(Cl)cc1)C(F)(F)S(=O)(=O)c1ccc(Cl)cc1
CC(C)(C)OO.COC(=O)C#CC(=O)OC.Nc1ccccc1|0>>COC(=O)C(=O)Nc1ccccc1
O=C=O.O=S(O[Na])C(F)(F)F.[H]/C=C\c1ccc(B2OC(C)(C)C(C)(C)O2)cc1|0>>CC1(C)OB(c2ccc(C(CC(F)(F)F)C(=O)O)cc2)OC1(C)C
C#Cc1ccc(Cl)c(Cl)c1.CCOC(=O)C(Br)C(=O)OCC.COc1ccc(C#N)cc1.O|0>>CCOC(=O)C1(C(=O)OCC)C=C(c2ccc(Cl)c(Cl)c2)C(Nc2ccc(OC)cc2)O1
C=CNC(C)=O.CN(OC(=O)c1ccc(C(F)(F)F)cc1)C(=O)OCC(Cl)(Cl)Cl.Fc1ccc2ncccc2c1|34>>CC(=O)N[C@@H](CN(C)C(=O)OCC(Cl)(Cl)Cl)c1ccc2cc(F)ccc2n1
FB(F)C1CCCCC1.Nc1ccccc1.O=Cc1ccc2c(c1)OCCO2.[F-].[K+]|0>>c1ccc(NC(c2ccc3c(c2)OCCO3)C2CCCCC2)cc1
C#Cc1ccccc1C(F)(F)F.Cc1ccc(S(=O)(=O)N/N=C/c2cc(Br)ccc2O)cc1.O=O|3>>O=c1oc2ccc(Br)cc2cc1-c1ccccc1C(F)(F)F
C=Cc1ccccc1C(=O)O.CC#N.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>CC(=O)N1C(=O)c2ccccc2C1CS(=O)(=O)c1ccc(C)cc1
C=Cc1ccccc1-c1ccccc1.N#Cc1cc[n+](OCCCc2ccccc2)cc1|0>>COC(COCCCc1ccccc1)c1ccccc1-c1ccccc1
CC(C)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O.O=C1Oc2ccccc2[IH2]1C#Cc1ccccc1|4>>CC(C)CC(C#Cc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21
Cc1ccc(S(=O)(=O)NN=Cc2cccc(Cl)c2)cc1.O=C=O.Sc1ccccc1|0>>O=C(O)C(Sc1ccccc1)c1cccc(Cl)c1
C=Cc1ccc(C(C)(C)C)cc1.CS(C)=O.Cc1ccc(C)c(OCCCC(C)(C)C(=O)ON2C(=O)c3ccccc3C2=O)c1|0>>Cc1ccc(C)c(OCCCC(C)(C)CC(=O)c2ccc(C(C)(C)C)cc2)c1
C=Cc1cccc(Br)c1.CC#N.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>CC(=O)NC(CS(=O)(=O)c1ccc(C)cc1)c1cccc(Br)c1
C=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1.O=C(ON1C(=O)c2ccccc2C1=O)C1CCCCC1|0>>Clc1ccc(C(=CC2CCCCC2)c2ccc(Cl)cc2)cc1
